uniqueID,clinicalResourceName,serviceType,serviceTypeOtherInfo,address,city,state,zipCode,googleMapsLink,siteOnBusRoute,busRoute,phoneNum1,phoneNumInfo,phoneNum1Verified,phoneNum2,phoneNum2Info,phoneNum2Verified,website,email,otherContactInfo,monday,mondayOpenTime,mondayCloseTime,tuesday,tuesdayOpenTime,tuesdayCloseTime,wednesday,wednesdayOpenTime,wednesdayCloseTime,thursday,thursdayOpenTime,thursdayCloseTime,friday,fridayOpenTime,fridayCloseTime,saturday,saturdayOpenTime,saturdayCloseTime,sunday,sundayOpenTime,sundayCloseTime,otherHoursInfo,servicesProvided,eligibilityCriteriaAll,eligibilityCriteriaUninsured,eligibilityCriteriaIncomeDocumentation,eligibilityCriteriaTennCare,eligibilityCriteriaPrivateInsurance,otherEligibilityCriteriaInfo,feesSlidingScale,feesMinimumPayment,feesOtherInfo,languageEnglish,languageSpanish,languageOther,languageOtherInfo,otherTags,otherNotes,imgURL
226_SkylineMedicalCenterPrimeTimers,"Skyline Medical Center, PrimeTimers    ",Other,Senior citizen activity group,3441 Dickerson Pike,Nashville,TN,37207,"https://www.google.com/maps/place/3441+Dickerson+Pike,+Nashville,+TN+37207/@36.2454434,-86.7495891,15z/data=!4m2!3m1!1s0x88645d39da2cde1f:0xfefd3c2d79edff77?sa=X&ei=s_JbVOfYA5KtyATil4KQCQ&ved=0CB8Q8gEwAA",,,(615) 769-2000,Direct line for Skyline and volunteer services,Yes,(615) 342-1919,Line for membership,Yes,http://tristarskyline.com/service/tristar-skyline-primetimers,,,,,,,,,,,,,,,,,,,,,,,,Meeting every other month. Specific date notified by post mail,Free flu vaccine; pharmacy discounts; free food items and meal discounts on Tristar campus; scheduled luncheons; physician speaker every other month,Checked,Unchecked,Unchecked,Unchecked,Unchecked,"Must be over 50yo, requires membership",Unchecked,Checked,$12/year for membership per person; $20/couple ,Checked,Unchecked,Unchecked,,senior; senior citizen; benefit; discount; food; free meal; education; classes; class; education classes; free vaccine; flu shot; flu vaccine; ,,
11_FranklinRoadWomensHealthCenterUCHS,Franklin Road Women's Health Center (UCHS) ,Medical Care Clinic,"Women's Health, Prenatal Care",2410 Franklin Road,Nashville,TN,37204,"https://www.google.com/maps/place/Franklin+Road+Women's+Health/@36.125634,-86.776395,15z/data=!4m2!3m1!1s0x0:0xd471ebcf9fb7dfce?sa=X&ei=_LQxVMbxLLOasQTfzIHwDQ&ved=0CHUQ_BIwCg",,,(615) 630-6500,,Yes,,,,http://uchshealth.org/franklin-road-womens-health-center/,,www.vanderbiltnursemidwives.org,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,12:00,,,,,,,,"Services: certified nurse midwives, women's health care, pre-natal care, breast and cervical cancer screening for no charge for qualified women (TN Breast and Cervical Screening Program), Centering Pregnancy programs, specific teen groups, deliveries at VUH",Checked,Unchecked,Unchecked,Unchecked,Unchecked,Appointments Required,Checked,Unchecked,TennCare and all insurance types accepted,Checked,Checked,Checked,Phone Interpreters for Other Languages,,,http://uchshealth.org/wp-content/uploads/2013/11/3_franklin_rd_whc-940x400.jpg;http://uchshealth.org/wp-content/uploads/2013/05/logo_crisp_300px.png
32_SouthsideFamilyHealthCenterUNHS,Southside Family Health Center (UNHS) ,Medical Care Clinic,,107 Charles E. Davis Blvd.,Nashville,TN,37210,"https://www.google.com/maps?f=q&source=s_q&hl=en&geocode&q=107+Charles+E.+Davis+Blvd.+Nashville,+TN&sll=36.136655,-86.788911&sspn=0.012529,0.016329&ie=UTF8&z=16&iwloc=addr",,,(615) 620-8647,UNHS line,Yes,,,,http://unitedneighborhood.org/,,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,,,,,,,,"Immunizations, TB testing, womens health, adult and child physicals, blood pressure monitoring, diabetes management, STD screening, family planning, obstetrics, teen clinic, reproductive services, pharmacy services, dental care",Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Checked,Checked,Minimum $25 for doctor's fee; $5 for each lab,Checked,Checked,Checked,Per language line,,,
34_Waverly,Neighborhood Health at Edgehill,Medical Care Clinic,,1501 12th Ave S,Nashville,TN,37203,"https://www.google.com/maps/place/1501+12th+Ave+S,+Nashville,+TN+37203/@36.136652,-86.788911,17z/data=!3m1!4b1!4m2!3m1!1s0x88646683afa708e9:0xce18320a32f43c19?hl=en",,,(615) 269-3461,UNHS call center,No,,,,http://unitedneighborhood.org/locations.php,,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,,"Services: TB tests, womens health, adult and child physicals, blood pressure monitoring, diabetes management, STD screening, family planning, obstetrics, teen clinic, reproductive services",Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Checked,Checked,"Minimum payment is $25, each lab is $5",Checked,Checked,Checked,Language line available,clinic; UNHS; primary care; screening; physicals; physical exam; physical; uninsured; walk-in; medical; belmont; medicine; spanish; ,,
3_CayceFamilyHealthCenterUNHS,Cayce Family Health Center (UNHS) ,Medical Care Clinic,,617 South 8th Street,Nashville,TN,37206,"https://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=617+South+8th+Street+Nashville,+TN+37206&sll=36.198383,-86.74174&sspn=0.012519,0.016329&ie=UTF8&z=16&iwloc=addr",,,(615) 620-8647,UNHS main line,Yes,,,,http://unitedneighborhood.org/locations.php,,(615) 226-1695,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,Hours: Mon-Fri 8:00-5:00,"Services: Adult and womens health, immunizations, physicals, diabetes care, blood pressure, STD screening, family planning, obstetrics, counseling, reproductive services, dental, teen clinic",Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Checked,Unchecked,,Checked,Checked,Unchecked,,Dental; prenatal; homeless,,http://www.unitedneighborhood.org/index/photo1.jpg; http://varallopr.com/officialwebsite/wp-content/uploads/2014/06/unhslogocolor.jpg
211_VanderbiltKennedyCenter,Vanderbilt Kennedy Center     ,Disability Services,Disability Services,110 Magnolia Circle,Nashville ,TN,37203,"https://www.google.com/maps/place/Vanderbilt+Kennedy+Center/@36.143148,-86.799617,15z/data=!4m2!3m1!1s0x0:0xf0211b9cad0174b3?sa=X&ei=4lxmVOKyBpfCsATGpYCoCQ&ved=0CIIBEPwSMAs",,,(615) 322-8240,,Yes,,,,http://vkc.mc.vanderbilt.edu/vkc/,,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,Hours are for administrative offices,autism services; learning assessments; vocational/educational training for individuals with physical or intellectual disability; Fragile X services; research opportunities    ,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Must be referred through health provider,Unchecked,Unchecked,Varies by service,Checked,Checked,Checked,,autism; fragile x; pediatric disability; disabilities; disability; intellectual disability; physical disability; handicapped; support group; research; outreach; education; counseling; ,,
251_ALSAssociationTNChapter, ALS Association TN Chapter       ,Support groups,"Support groups, info & referral,DME loan closet",4825 Trousdale Drive  Suite 107,Nashville,TN,37220,,,,(615) 331-5556,,Yes,,,,http://webtn.alsa.org/site/PageServer/?pagename=TN_homepage,patty.lane@alstn.org,we have office statewide but this number can be given and we will connect them to the appropriate office,Open,,,,,,,,,,,,,,,,,,,,,,"The ALS Association helps patients and families cope with the dayï¿_ï¿_ï¿_toï¿_ï¿_ï¿_day challenges of living with ALS by providing information, resources, and referrals to many sources, including a wide variety of community services.  We also have a monthly newsletter and provide home visits, dme & communication loan closets, respite, state & national advocacy.",Checked,Unchecked,Unchecked,Unchecked,Unchecked,must have a diagnosis of ALS to receive services,Unchecked,Unchecked,no fees,Checked,Unchecked,Unchecked,,,statewide organization with several offices- can contact  the Nashville office to be connected with the appropriate location,www.alstn.org
63_FriendshipHouseAA, Friendship 202 House (AA)     ,"Counseling, Behavior, Drug & Alcohol Recovery",,"	 202 23rd Ave. North ; Nashville, TN 37203",,,,,,,(615) 327-3909,,,,,,http://www.202friendshiphouse.org/home.php,,,,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
58_AlcoholicsAnonymous, Alcoholics Anonymous,"Counseling, Behavior, Drug & Alcohol Recovery",,,,,,,,,(615) 831-1050,,Yes,,,,http://www.aanashville.org/,,,,,,,,,,,,,,,,,,,,,,,,See website for meeting times and places,Open (for observers) and closed (known alcoholics) discussion meetings,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,Free,Checked,Checked,Unchecked,Search for languages on website (i.e. meeting times),counseling; discussion; alcoholics; alcohol; etoh; anonymous; alcoholics anonymous,,
46_AffordableDentures,Affordable Dentures,Dental Service,,932 Allen Rd,Nashville,TN,37214,"https://www.google.com/maps/place/Affordable+Dentures/@36.150866,-86.663809,15z/data=!4m2!3m1!1s0x0:0x2a0bd337782a8c83?sa=X&ei=9L4xVLzXE87CsASdoYLAAw&ved=0CKsBEPwSKAAwCg",,,(615) 549-8576,,Yes,,,,http://www.affordabledentures.com/office/nashville,,,Open,7:30,17:00,Open,7:30,17:00,Open,7:30,17:00,Open,7:30,17:00,Open,7:30,17:00,Closed,,,Closed,,,,"Services: dentures, mini dental implants, partial dentures, tooth extractions",Checked,Unchecked,Unchecked,Unchecked,Unchecked,"Payment for service is required after you see the dentist and a treatment plan is approved based on your clinical needs. This practice accepts: Cash, Check with valid ID, Mastercard, Visa, Discover.    Financing is available through CareCreditSM. Some practices require a minimum treatment fee to use this service. Subject to credit approval. Minimum monthly payments required.",Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,"dentures, tooth extraction, dental services",,http://www.affordabledentures.com/images/office-default.jpg
89_AgapeCounselingServices, Agape Counseling Services         ,Family Services,,4555 Trousdale Drive,Nashville,TN,37204,"https://www.google.com/maps/place/4555+Trousdale+Dr,+Nashville,+TN+37204/@36.0864171,-86.7543918,17z/data=!3m1!4b1!4m2!3m1!1s0x88646576f858b01b:0xdb1d9ecfcc9683b",,,(615) 781-3000,,Yes,,,,http://www.agapenashville.org,info@agapenashville.org,,Open,8:00,20:00,Open,8:00,20:00,Closed,,,Open,8:00,20:00,Closed,,,Open,8:00,14:00,Closed,,,,"General counseling but no psychiatrist, maternity services, runaway girls, foster care, and adoption, special needs children",Checked,Unchecked,Unchecked,Unchecked,Unchecked,Will need to be screened on the phone for full eligibility,Checked,Unchecked,Sliding scale for uninsured,Checked,Checked,Unchecked,,counseling; counselor; runaway; foster care; foster child; adoption; orphan; orphanage,,
57_Al-Anon,Al-Anon Family Groups,"Counseling, Behavior, Drug & Alcohol Recovery",,,Nashville,TN,,,,,(615) 333-6066,,Yes,,,,http://www.al-anon.alateen.org/,,Go to website for meeting times and locations,,,,,,,,,,,,,,,,,,,,,,Go to website for meeting times and locations,Group behavioral therapy for friends and family of users,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,Free,Checked,Checked,Unchecked,,victims of alcohol; victims; affected; affected by alcohol; affected by drugs; drug use; abuse; friends; family; spouse affected;,,
230_AlzheimersAlzheimersAssociation," Alzheimers - Alzheimer's Association, MidSouth Chapter       ",Support groups,Support groups,4825 Trousdale Dr. Ste 220,Nashville,TN,37220,,,,(615) 315-5880,,Yes,,or 24-hour hotline:1.800.272.3900,Yes,http://www.alz.org/altn/,,,,,,,,,,,,,,,,,,,,,,,,8:30 am - 4:30 pm office hours,"Caregiver support groups, Safe Return Identification Program, Family Relief fund respite program, Community Resource and Education Center for caregivers",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
222_TrinityHospiceofTennesseeortollfree, Trinity Hospice of Tennessee   ,Hospice Care,Hospice Care,2525 Perimeter Place Dr,Nashville,TN,37214,"https://www.google.com/maps/place/Avalon+Hospice/@36.148174,-86.678565,15z/data=!4m2!3m1!1s0x0:0xbf99a2f220ada3d7?sa=X&ei=ZDplVLrnEoWuyQTCyYHICg&ved=0CHEQ_BIwDQ",,,(615) 889-5995,,Yes,,,,http://www.avalon-hospice.com/,,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,Office hours are 8-5 M-F. On-call/phone for admissions or orders is available 24/7,"medical direction; home visits; pain management; family education; chaplain services; homemaking; bereavement counseling; medical supplies; physical, speech, and occupational therapy; dietary counseling",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Medicare, Medicaid; terminally ill; Blue Cross/Blue Shield; ",Unchecked,Unchecked,Insurance covers,Checked,Checked,Checked,Language line available,"hospice; terminally-ill; palliative care; palliative; home visits; pain management; symptom management; family education; chaplain services; homemaking; counseling; physical, speech, and occupational therapy; dietary counseling",,
93_BoysandGirlsClubs, Boys and Girls Clubs of Middle Tennessee     ,Other,After school and summer youth care,"Various locations in Nashville (3 in Davidson, 2 in Williamson county); ADMINISTRATION AT: 1704 Charlotte Ave., Suite 200, Nashville: Clubs at: -Glenview Elementary at 1020 Patricia Drive, Nashville; Andrew Jackson at 916 16th Avenue North, Nashville; Preston Taylor (in McKissock Middle School at 915 38th Avenue North, Nashville; Franklin at 129 W. Fowlkes St., Ste. 1000, Franklin; Fairview (in Burean Free Will Baptist Church) at 1814 Fairview Blvd., Fairview",Nashville,TN,37203,,,Uniquie to to each site,(615) 983-6836,"Joy Lehmann, Executive Assistant; LaQuinta McGhee, Director of Program Services",Yes,(615) 833-2368,Building phone number,Yes,http://www.bgcmt.org,info@bgcmt.org,,Open,14:30,19:00,Open,14:30,19:00,Open,14:30,19:00,Open,14:30,19:00,Open,14:30,18:00,Closed,,,Closed,,,Summer hours are 7:00 AM to 6:00 PM,"After school and summer program, healthy snacks, homework time, various life skills workshops",Checked,Unchecked,Unchecked,Unchecked,Unchecked,"Scholarships available, must be in kindergarten (5-18yo)",Unchecked,Checked,$25 registration fee/year and $20/week/child,Checked,Unchecked,Unchecked,,after school;afterschool;after school program; afterschool program; tutoring; homework; homework help; healthy; poor; child care; daycare; life skills; children;,,www.bgcmt.org
113_BellevueCommunityFoodbank,Bellevue Community Foodbank    ,Food Resources,,7501 Old Harding Pike,Nashville,TN,37221,"https://www.google.com/maps/place/7501+Old+Harding+Pike,+Nashville,+TN+37221/@36.06257,-86.94098,17z/data=!3m1!4b1!4m2!3m1!1s0x88648862c04cf0d5:0x5c75ae81ed308740",,,(615) 646-4146,Phone,Yes,,,,http://www.bumc.com,,mth 8-3,Closed,,,Open,18:00,20:00,Closed,,,Closed,,,,,,,,,,,,,"This community-based ministry is housed in our facility and operates under the leadership of the Bellevue Ministerial Association. Each Tuesday, persons needing food come to the food bank to receive bags of groceries. Bellevue area congregations conduct regular food drives to stock the food bank. The food bank provides support to over 400 persons on a monthly basis.",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Unchecked,Unchecked,,,,
146_CatholicCharities, Catholic Charities                 ,Immigrant Resources,,30 White Bridge Road   ,Nashville,TN,37205,"https://www.google.com/maps/place/Catholic+Charities+of+Tennessee/@36.196906,-86.834386,13z/data=!4m5!1m2!2m1!1scatholic+charities!3m1!1s0x886463d0954c987b:0xd7ab62dd7b980978",,,(615) 352-3087,,Yes,,,,http://www.cctenn.org/index.cfm,,,,,,,,,,,,,,,,,,,,,,,,,"Immigration services, refugee services, counseling, pregnancy and adoption services, child services, senior services, and Hispanic services.",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Checked,Unchecked,,,,
114_CatholicCharitiesSt.VincentOutreach, Catholic Charities North Nashville Outreach,Food Resources,,"2209 Buchanan Street, Suite 200  ",Nashville,TN,37208,"https://www.google.com/maps/place/2209+Buchanan+St,+Nashville,+TN+37208/@36.179842,-86.814112,17z/data=!3m1!4b1!4m2!3m1!1s0x8864672856b5fa57:0xa55e84013ede51ee",,,(615) 242-1554,,Yes,,,,http://www.cctenn.org/servicedetails.cfm?name=Basic%20Needs%20-%20North%20Nashville%20Outreach&pid=14052215211881942&id=14051915551314462,mstack@cctenn.org,,Open,8:00,23:30,Open,8:00,14:00,Open,8:00,14:00,Open,8:00,14:00,Open,8:00,23:30,Closed,,,Closed,,,,Shelter; clothing; temporary emergency services; senior services,Checked,Unchecked,Unchecked,Unchecked,Unchecked,"Service area covers 37208, 37228, 37203, 37209, 37218",Unchecked,Unchecked,Free,Checked,Unchecked,Unchecked,,catholic; food; shelter; housing; clothing; elderly; geriatric,"Catholic Charities provides Spanish services, but unclear if the North Nashville outreach does",
115_CharisMinistries, Charis Ministries                 ,Food Resources,,P.O. Box 40662,Nashville,TN,37204,,,,(615) 373-1261,,Yes,,,No,http://www.charisministries.net/,learn@charisministries.net,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,12:00,,,,,,,,,,**Hours not verified,Callers receive a box of basic groceries at their homes. Volunteers from local churches deliver the food and offer their genuine encouragement and prayer.   Non-perishable food; apply by phone; delivered on Saturdays,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,Food; ,,
240_AmericanDiabetesAssociation," Diabetes - American Diabetes Association, TN  ",Support groups,Support groups,220 Great Circle Road #134,Nashville,TN,37228,,,,(615) 298-3066,,Yes,,,,http://www.diabetes.org/in-my-community/local-offices/nashville-tennessee/,,,,,,,,,,,,,,,,,,,,,,,,,"Referrals to certified Diabetes Training Centers, support groups, events",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
240_DiabetesAmericanDiabetesAssociation,American Diabetes Association Nashville,Other,,220 Great Circle Road #134,Nashville,TN,37228,,,,(615) 298-3066,,Yes,,,,http://www.diabetes.org/in-my-community/local-offices/nashville-tennessee/,,,,,,,,,,,,,,,,,,,,,,,,,"Referrals to certified Diabetes Training Centers, support groups, events",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
108_TheFamilyCenter, The Family Center               ,Family Services,,139 Thompson Lane,Nashville,TN,37211,"https://www.google.com/maps/place/139+Thompson+Ln,+Nashville,+TN+37211/@36.109806,-86.736749,17z/data=!3m1!4b1!4m2!3m1!1s0x88646f60acf6dbd9:0xa67a6ef8de5b9de3",,,(615) 333-2644,Phone,Yes,(615) 333-0832,Fax,No,http://www.familycentertn.org,,,Open,8:30,17:30,Open,8:30,17:30,Open,8:30,17:30,Open,8:30,17:30,Open,8:30,17:30,,,,,,,Variable hours during weekend depending on course schedule.,Parent education  In-home counseling  Community education,Checked,Unchecked,Unchecked,Unchecked,Unchecked,"Services are offered to families who live or work in Davidson county and have at least one child in the home, regardless of socioeconomic status.    In order to be eligible, families may not be involved with the Department of Children's Services.",Unchecked,Unchecked,,Checked,Checked,Unchecked,,family center;children;child abuse;abuse;parental counseling;parenting,,http://familycentertn.org/splashimages/tfc-logo.jpg
97_FamilyandChildrensServicesCrisisLine,Family and Children's Services Crisis Line,Family Services,,201 23rd Avenue North,Nashville,TN,37203,"https://www.google.com/maps/place/Family+%26+Children's+Service/@36.150903,-86.80658,17z/data=!3m1!4b1!4m2!3m1!1s0x886466bebb380605:0x8b032e7ae0a11a00",,,(615) 320-0591,"You do not need to have a contact name to get information about anything at FCS. Just call our main number,  615-320-0591, and you will be connected to the right person.",Yes,(615) 244-7444,Crisis line,,http://www.fcsnashville.org/,,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,,Counseling; crisis calls; trauma; suicide survivors,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Unchecked,Unchecked,,,,
118_FirstBaptistChurchCapitolHill, First Baptist Church - Capitol Hill  ,Food Resources,,625 Rosa L Parks Blvd,Nashville,TN,37203,,,,(615) 255-8757,Phone,Yes,(615) 255-1925,Fax,No,http://www.firstbaptistcapitolhill.org/,,,,,,,,,,,,,,,,,,,,,,,,,See bottom note. Requires update during work hours.,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,"Historically offered  clothing, food, utilities, rent on Fridays 1-4. Needs to be confirmed with the churhc.",http://www.firstbaptistcapitolhill.org/files/178/Graphics/FBCCHLogo2.png
56_AFriendofBills,A Friend of Bill's               ,"Counseling, Behavior, Drug & Alcohol Recovery",,"A Friend of Bill's, LLC",Lebanon,TN,37087,"https://www.google.com/maps/place/A+Friend+of+Bills+LLC/@36.316501,-86.635345,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x5d3aaa6b79eca647",,,(866) 388-9514,General,Yes,,,,http://www.friendofbills.com/index.htm,recovery@friendofbills.com,"Toll-Free:	(866) 388-9514  Local Calls:	(615) 449-9514  Fax:	(615) 453-2609",,,,,,,,,,,,,,,,,,,,,,,"When clients first move into the recovery house, they are directed to agencies  that can provide emergency food supplies and are encouraged to sign up for state food stamp programs. This helps until they can gain employment and get on their feet. We also direct clients to the temporary employment agencies where they can usually obtain initial employment.",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,"The initial cost to move into Friend of Bill's recovery houses in TN is normally $285. This includes first week's service fees of $125.00 and last week of client commitment of $125 and a one time processing fee of $35. After that client will pay $125 weekly.  The initial cost to move into Friend of Bill's recovery houses in KY and the women's recovery home in Lebanon, Tn is normally $235. This includes first weeks service fees of $100 and the last week of client commitment and a one time processing fee of $35. After that clients pay $100 weekly. Once a month there is a $10.00 charge for cleaning supplies and other miscellaneous expenses.",Unchecked,Unchecked,Unchecked,,,,http://www.friendofbills.com/images/fob_header3.jpg;http://www.friendofbills.com/images/houses/h02_hendersonville.jpg;http://www.friendofbills.com/images/houses/park_1.jpg;http://www.friendofbills.com/images/houses/murfreesboro_1s.jpg;http://www.friendofbills.com/images/houses/henderson1_s.jpg;http://www.friendofbills.com/images/houses/2012-09-12-162.jpg;
13_HermitageMedicalAssociates,Hermitage Medical Associates ,Medical Care Clinic,,222 22nd Ave N ,Nashville,TN,37203,"https://www.google.com/maps/preview?q=5653+Frist+Blvd,+Suite+239+nashville+37076&ie=UTF-8&ei=JbYxVOKGNKzbsASb34KgDQ&ved=0CAYQ_AUoAQ&source=newuser-ws",,,(615) 284-2222,,Yes,,,,http://www.heritagemedical.com/,,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,,,,,,,,"Services: Primary care - physicals, diabetes, general medicine",Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Checked,Unchecked,,Checked,Checked,Unchecked,,,,http://img.icbdr.com/MediaManagement/G0/MRM6TD75MSDHX5TV5G0.png
130_LegalAidSociety,Legal Aid Society of Middle Tenessee and the Cumberlands,Government/Legal/Policies,,300 Deaderick Street,Nashville,TN,37201,"https://www.google.com/maps/place/300+Deaderick+St,+Nashville,+TN+37201/@36.166412,-86.7794821,15z/data=!4m2!3m1!1s0x886466579d2ce359:0xbe4e32414caee02e?sa=X&ei=n8kxVIX2OLfesATDtoAw&ved=0CB8Q8gEwAA",,,(615) 244-6610,Office serving Davidson and Williamson counties,Yes,(800) 238-1443,National office line,Yes,http://www.las.org/,,,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Closed,,,Closed,,,,Legal Aid Society offers free legal help to people with low income. ,Checked,Unchecked,Unchecked,Unchecked,Unchecked,"We only take legal problems that you yourself can't go to jail for. If you have a criminal case, you need to call the Public Defender's office. Or ask the judge if the court can get you a free lawyer.    We also provide Legal Advice Clinics, where you can receive FREE advice from a lawyer on the spot?",Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,Section 8 housing; Medicare; SSI/SSDI; Tax; Faml,,
232_BreathingLungsBetterBreatherClub,Better Breather Club    ,Support groups,Support groups,"St. Thomas Health Services, Pulmonary Rehabilitation Department, 4220 Harding Road",Nashville,TN,37205,,,,(615) 222-6506,,,,,,http://www.lung.org/associations/states/tennessee/events-programs/bbc/better-breathers-club-tn-general.html,,,,,,,,,,,,,,,,,,,,,,,,,Bettter Breathers Clubs are support groups for patients with COPD and their family members.    Huffers and Puffers' support group',Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
100_MarthaOBryanCenter, Martha OBryan Center         ,Family Services,,711 South Seventh Street,Nashville,TN,37206,"https://www.google.com/maps/place/Martha+O'Bryan+Center/@36.166438,-86.755153,17z/data=!3m1!4b1!4m2!3m1!1s0x88646630dd5f4d3d:0x86bdebe071924fc9",,,(615) 254-1791,,Yes,,,,http://www.marthaobryan.org/,development@marthaobryan.org,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,,"On a foundation of Christian faith, the Martha O'Bryan Center empowers children, youth, and adults in poverty to transform their lives through work, education, employment and fellowship. The 'Highway of Hope' at the Martha O'Bryan Center is a string of services that supports and follows young children, youth and their families from cradle to college to career. Services include classes for new and expecting parents, child care, afterschool academic and enrichment programs for youth, GED classes and pretests and Work Ready programs for adults.",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Unchecked,Unchecked,,"child care, afterschool programs, GED classes, kindergarten classes",,http://www.sitemason.com//files/dYhfZ6/IMG_4036.JPG/main.jpg; http://www.marthaobryan.org/children/sm_files/children2.jpg
41_MentalHealthCooperative,Mental Health Cooperative ,Mental Health Clinic,,275 Cumberland Bend Dr.,Nashville,TN,37228,,,,(615) 726-3340,,Yes,(615) 726-0125,"24-hr Crisis Line, children (davidson county only) and adults",Yes,http://www.mhc-tn.org,,,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Closed,,,Closed,,,,"Clinical and psychiatric services, intensive case management, serves most counties in middle TN",Unchecked,Unchecked,Checked,Checked,Unchecked,Medicare Part B and documentation of income qualify for safety net program ,Unchecked,Unchecked,Never out of pocket,Checked,Checked,Checked,Language line available,mental health; crisis; mental health crisis; mental crisis; psychiatric; psych;suicide;,,
